fields.block-editor.expand-all,Expand all,,,,,,توسيع الجميع,,,,,,,,,,,,Prikaži sve,,,,,,,,全部展开,,,,Rozbalit vše,,Alles uitklappen,,,,,,,Tout afficher,,,,,,Alle ausklappen,,,,,,,,,,,,,,,,,,,,Espandi tutto,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis alle,,,,,Rozwiń wszystkie,Expandir tudo,Expandir tudo,,,,,Скрыть,,,,,,,,,,,,,,Razširi vse,,Expandir todo,,,,,,,,,,,,,,Hepsini Genişlet,,,,Приховати,,,,,,,,,,,,
fields.block-editor.loading,Loading,,,,,,تحميل,,,,,,,,,,,,Učitavanje,,,,,,,,加载中,,,,Načítání,,Laden,,,,,,,Chargement,,,,,,Lade,,,,,,,,,,,,,,,,,,,,Caricamento,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laster inn,,,,,Wczytywanie,Carregando,Carregando,,,,,Загрузка,,,,,,,,,,,,,,Nalaganje,,Cargando,,,,,,,,,,,,,,Yükleniyor,,,,Завантаження,,,,,,,,,,,,
fields.block-editor.open-in-editor,Open in editor,,,,,,فتح في المحرر,,,,,,,,,,,,Otvori u uređivaču,,,,,,,,可视化编辑器,,,,Otevřít v editoru,,Open in editor,,,,,,,Ouvrir dans l’éditeur,,,,,,In Editor öffnen,,,,,,,,,,,,,,,,,,,,Apri nell'editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,Åpne i editor,,,,,Otwórz w edytorze,Abrir no editor,Abrir no editor,,,,,Открыть в редакторе,,,,,,,,,,,,,,Odpri v urejevalniku,,Abrir en el editor,,,,,,,,,,,,,,Editörde Aç,,,,Відкрити в редакторі,,,,,,,,,,,,
fields.block-editor.preview,Preview,,,,,,معاينة,,,,,,,,,,,,Pregledaj,,,,,,,,预览,,,,Náhled,,Voorbeeld,,,,,,,Prévisualiser,,,,,,Vorschau,,,,,,,,,,,,,,,,,,,,Anteprima,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forhåndsvis,,,,,Podgląd,Pré-visualizar,Pré-visualizar,,,,,Предварительный просмотр,,,,,,,,,,,,,,Predogled,,Previsualizar,,,,,,,,,,,,,,Ön İzleme,,,,Попередній перегляд,,,,,,,,,,,,
fields.browser.add-label,Add,,,,,,اضافة,,,,,,,,,,,,Dodaj,,,,,,,,添加,,,,Přidat,,Toevoegen,,,,,,,Ajouter des,,,,,,Hinzufügen,,,,,,,,,,,,,,,,,,,,Aggiungi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Legg til,,,,,Dodaj,Adicionar,Adicionar,,,,,Добавить,,,,,,,,,,,,,,Dodaj,,Agregar,,,,,,,,,,,,,,Ekle,,,,Додати,,,,,,,,,,,,
fields.browser.attach,Attach,,,,,,ارفاق,,,,,,,,,,,,Priloži,,,,,,,,添加项目,,,,Přiložit,,Bijvoegen,,,,,,,Ajouter des,,,,,,Anhängen,,,,,,,,,,,,,,,,,,,,Allega,,,,,,,,,,,,,,,,,,,,,,,,,,,,Legg ved,,,,,Załącz,Anexar,Anexar,,,,,Прикрепить,,,,,,,,,,,,,,Priloži,,Adjuntar,,,,,,,,,,,,,,Veri Ekle,,,,Прикріпити,,,,,,,,,,,,
fields.files.add-label,Add,,,,,,اضافة,,,,,,,,,,,,Dodaj,,,,,,,,添加,,,,Přidat,,Toevoegen,,,,,,,Ajouter,,,,,,Hinzufügen,,,,,,,,,,,,,,,,,,,,Aggiungi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Legg til,,,,,Dodaj,Adicionar,Adicionar,,,,,Добавить,,,,,,,,,,,,,,Dodaj,,Agregar,,,,,,,,,,,,,,Ekle,,,,Додати,,,,,,,,,,,,
fields.generic.switch-language,Switch language,,,,,,تغيير اللغة,,,,,,,,,,,,Promijeni jezik,,,,,,,,切换语言,,,,Přepnout jazyk,,Taal wijzigen,,,,,,,Changer de langue,,,,,,Sprache wechseln,,,,,,,,,,,,,,,,,,,,Cambia lingua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zmień język,Trocar idioma,Trocar idioma,,,,,Переключить язык,,,,,,,,,,,,,,Preklopi jezik,,,,,,,,,,,,,,,,Dili Değiştir,,,,Переключити мову,,,,,,,,,,,,
fields.map.hide,Hide&nbsp;map,,,,,,اخفاء&nbsp;الخريطة,,,,,,,,,,,,Sakrij&nbsp;mapu,,,,,,,,隐藏地图,,,,Skrýt&nbsp;mapu,,Kaart&nbsp;verbergen,,,,,,,Masquer,,,,,,Karte&nbsp;ausblenden,,,,,,,,,,,,,,,,,,,,Nascondi&nbsp;mappa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ukryj&nbsp;mapę,Ocultar&nbsp;mapa,Ocultar&nbsp;mapa,,,,,Скрыть&nbsp;карту,,,,,,,,,,,,,,Skrij&nbsp;zemljevid,,,,,,,,,,,,,,,,Gizle&Nbsp;Map,,,,Приховати&nbsp;карту,,,,,,,,,,,,
fields.map.show,Show&nbsp;map,,,,,,اظهار&nbsp;الخريطة,,,,,,,,,,,,Prikaži&nbsp;mapu,,,,,,,,显示地图,,,,Ukázat&nbsp;mapu,,Kaart&nbsp;tonen,,,,,,,Afficher,,,,,,Karte&nbsp;anzeigen,,,,,,,,,,,,,,,,,,,,Mostra&nbsp;mappa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pokaż&nbsp;mapę,Mostrar&nbsp;mapa,Mostrar&nbsp;mapa,,,,,Показать&nbsp;карту,,,,,,,,,,,,,,Pokaži&nbsp;zemljevid,,,,,,,,,,,,,,,,Göster&Nbsp;Map,,,,Показати&nbsp;карту,,,,,,,,,,,,
fields.medias.btn-label,Attach image,,,,,,ارفاق صورة,,,,,,,,,,,,Priloži sliku,,,,,,,,添加图片,,,,Přiložit obrázek,,Afbeelding bijvoegen,,,,,,,Ajouter une image,,,,,,Hinzufügen,,,,,,,,,,,,,,,,,,,,Allega immagine,,,,,,,,,,,,,,,,,,,,,,,,,,,,Legg ved bilde,,,,,Załącz obraz,Anexar imagem,Anexar imagem,,,,,Прикрепить изображение,,,,,,,,,,,,,,Priloži sliko,,Adjuntar imagen,,,,,,,,,,,,,,Resim Ekle,,,,Прикріпити зображення,,,,,,,,,,,,
fields.medias.crop,Crop,,,,,,قص,,,,,,,,,,,,Obreži,,,,,,,,裁切,,,,Ořezat,,Bijsnijden,,,,,,,Recadrer,,,,,,Ausschnitt,,,,,,,,,,,,,,,,,,,,Ritaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Przytnij,Recortar,Recortar,,,,,Кадрировать,,,,,,,,,,,,,,Obreži,,,,,,,,,,,,,,,,Kırp,,,,Обрізати,,,,,,,,,,,,
fields.medias.crop-edit,Edit image crop,,,,,,تعديل اقتصاص الصورة,,,,,,,,,,,,Uredi crop slike,,,,,,,,编辑尺寸,,,,Upravit ořez obrázku,,Bijsnijden van afbeelding aanpassen,,,,,,,Éditer le crop de l’image,,,,,,Ausschnitt bearbeiten,,,,,,,,,,,,,,,,,,,,Modifica ritaglio immagine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zmień kadrowanie obrazu,Editar recorte de imagem,Editar recorte de imagem,,,,,Изменить кадрирование картинки,,,,,,,,,,,,,,Uredi obrez slik,,,,,,,,,,,,,,,,Kırpmayı Düzenle,,,,Змінити кадрування картинки,,,,,,,,,,,,
fields.medias.crop-list,crop,,,,,,قص,,,,,,,,,,,,rezati,,,,,,,,尺寸,,,,ořezat,,bijsnijden,,,,,,,crop,,,,,,Ausschnitt,,,,,,,,,,,,,,,,,,,,ritaglio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kadr,recortar,recortar,,,,,кадрировать,,,,,,,,,,,,,,obrez,,,,,,,,,,,,,,,,Kırp,,,,Кадрувати,,,,,,,,,,,,
fields.medias.crop-save,Update,,,,,,تعديل,,,,,,,,,,,,Ažuriranje,,,,,,,,更新,,,,Aktualizovat,,Bijwerken,,,,,,,Mettre à jour,,,,,,Übernehmen,,,,,,,,,,,,,,,,,,,,Aggiorna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zapisz,Atualizar,Atualizar,,,,,Обновить,,,,,,,,,,,,,,Posodobi,,,,,,,,,,,,,,,,Güncelle,,,,Оновити,,,,,,,,,,,,
fields.medias.delete,Delete,,,,,,حذف,,,,,,,,,,,,Brisanje,,,,,,,,删除,,,,Smazat,,Verwijderen,,,,,,,Supprimer,,,,,,Löschen,,,,,,,,,,,,,,,,,,,,Elimina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Usuń,Apagar,Deletar,,,,,Удалить,,,,,,,,,,,,,,Izbriši,,,,,,,,,,,,,,,,Sil,,,,Видалити,,,,,,,,,,,,
fields.medias.download,Download,,,,,,تنزيل,,,,,,,,,,,,Skidanje,,,,,,,,下载,,,,Stáhnout,,Downloaden,,,,,,,Télécharger,,,,,,Herunterladen,,,,,,,,,,,,,,,,,,,,Scarica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pobierz,Transferir,Baixar,,,,,Скачать,,,,,,,,,,,,,,Prenesi,,,,,,,,,,,,,,,,İndir,,,,Завантажити,,,,,,,,,,,,
fields.medias.edit-close,Close info,,,,,,اغلاق التفاصيل,,,,,,,,,,,,Zatvori info,,,,,,,,关闭,,,,Zavřít podrobnosti,,Informatie sluiten,,,,,,,Fermer infos,,,,,,Schließen,,,,,,,,,,,,,,,,,,,,Chiudi informazioni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schowaj szczegóły,Fechar informações,Fechar informações,,,,,Скрыть описание,,,,,,,,,,,,,,Zapri informacije,,,,,,,,,,,,,,,,Bilgileri Kapat,,,,Приховати опис,,,,,,,,,,,,
fields.medias.edit-info,Edit info,,,,,,تعديل التفاصيل,,,,,,,,,,,,Uredi info,,,,,,,,编辑,,,,Upravit podrobnosti,,Informatie aanpassen,,,,,,,Éditer infos,,,,,,Info bearbeiten,,,,,,,,,,,,,,,,,,,,Modifica informazioni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edytuj szczegóły,Editar informações,Editar informações,,,,,Изменить описание,,,,,,,,,,,,,,Uredi informacije,,,,,,,,,,,,,,,,Bilgileri Düzenle,,,,Змінити опис,,,,,,,,,,,,
fields.medias.original-dimensions,Original,,,,,,الاصلي,,,,,,,,,,,,Original,,,,,,,,原始尺寸,,,,Původní rozměry,,Originele,,,,,,,Original,,,,,,Original,,,,,,,,,,,,,,,,,,,,Originale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oryginalne wymiary,Original,Original,,,,,Оригинал,,,,,,,,,,,,,,Izvirnik,,,,,,,,,,,,,,,,Orijinal,,,,Оригінал,,,,,,,,,,,,
filter.apply-btn,Apply,,,,,,تقديم,,,,,,,,,,,,Primjeni,,,,,,,,应用,,,,Použít,,Toepassen,,,,,,,Appliquer,,,,,,Anwenden,,,,,,,,,,,,,,,,,,,,Applica,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruk,,,,,Zastosuj,Aplicar,Aplicar,,,,,Применить,,,,,,,,,,,,,,Uporabi,,Aplicar,,,,,,,,,,,,,,Uygula,,,,Застосувати,,,,,,,,,,,,
filter.clear-btn,Clear,,,,,,ازالة,,,,,,,,,,,,Očisti,,,,,,,,清除,,,,Vymazat,,Leegmaken,,,,,,,Annuler,,,,,,Zurücksetzen,,,,,,,,,,,,,,,,,,,,Pulisci,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tøm,,,,,Wyczyść wybór,Limpar,Limpar,,,,,Очистить,,,,,,,,,,,,,,Počisti,,Limpiar,,,,,,,,,,,,,,Temizle,,,,Очистити,,,,,,,,,,,,
filter.search-placeholder,Search,,,,,,بحث,,,,,,,,,,,,Traži,,,,,,,,搜索,,,,Hledat,,Zoeken,,,,,,,Recherche,,,,,,Suchen,,,,,,,,,,,,,,,,,,,,Cerca,,,,,,,,,,,,,,,,,,,,,,,,,,,,Søk,,,,,Szukaj,Buscar,Buscar,,,,,Поиск,,,,,,,,,,,,,,Išči,,Buscar,,,,,,,,,,,,,,Arama,,,,Пошук,,,,,,,,,,,,
filter.toggle-label,Filter,,,,,,فلتر,,,,,,,,,,,,Filtriraj,,,,,,,,筛选,,,,Filtrovat,,Filteren,,,,,,,Filtrer,,,,,,Filter,,,,,,,,,,,,,,,,,,,,Filtro,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filtrer,,,,,Filtruj,Filtrar,Filtrar,,,,,Фильтр,,,,,,,,,,,,,,Filtriraj,,Filtrar,,,,,,,,,,,,,,Filtre,,,,Фільтр,,,,,,,,,,,,
footer.version,Version,,,,,,الاصدار,,,,,,,,,,,,Verzija,,,,,,,,版本,,,,Verze,,Versie,,,,,,,Version,,,,,,Version,,,,,,,,,,,,,,,,,,,,Versione,,,,,,,,,,,,,,,,,,,,,,,,,,,,Versjon,,,,,Wersja,Versão,Versão,,,,,Версия,,,,,,,,,,,,,,Različica,,Versión,,,,,,,,,,,,,,Versiyon,,,,Версія,,,,,,,,,,,,
form.content,Content,,,,,,المحتوى,,,,,,,,,,,,Materijal,,,,,,,,内容,,,,Obsah,,Inhoud,,,,,,,Contenu,,,,,,Inhalt,,,,,,,,,,,,,,,,,,,,Contenuto,,,,,,,,,,,,,,,,,,,,,,,,,,,,Innhold,,,,,Treść,Conteúdo,Conteúdo,,,,,Содержимое,,,,,,,,,,,,,,Vsebina,,Contenido,,,,,,,,,,,,,,İçerik,,,,Вміст,,,,,,,,,,,,
form.dialogs.delete.confirm,Delete,,,,,,حذف,,,,,,,,,,,,Obriši,,,,,,,,删除,,,,Smazat,,Verwijderen,,,,,,,Supprimer,,,,,,Löschen,,,,,,,,,,,,,,,,,,,,Elimina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Usuń,Apagar,Deletar,,,,,Удалить,,,,,,,,,,,,,,Izbriši,,,,,,,,,,,,,,,,Silmek,,,,Видалити,,,,,,,,,,,,
form.dialogs.delete.confirmation,Are you sure ?<br />This change can't be undone.,,,,,,هل انت متأكد؟ <br /> لا يمكن التراجع عن هذا التغيير.,,,,,,,,,,,,Da li ste sigurni ?<br />Ova izmjena ne može biti vraćena.,,,,,,,,确定吗 ?<br />此操作无法恢复。,,,,Jste si jistí?<br />Tento krok nemůžete vzít zpět.,,Ben je zeker?<br/>Deze aanpassing kan niet ongedaan gemaakt worden,,,,,,,Êtes-vous sûr ? Ce changement ne peut être annulé.,,,,,,Sind Sie sicher?<br />Die Aktion kann nicht rückgängig gemacht werden.,,,,,,,,,,,,,,,,,,,,Sei sicuro?<br />Non è possibile annullare questa modifica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Czy na pewno chcesz to zrobić? <br />Tej zmiany nie można cofnąć.,Tens a certeza?<br />Esta alteração não pode ser desfeita.,Você tem certeza?<br />Esta mudança não pode ser desfeita.,,,,,Вы уверены?</br> Это действие нельзя отменить.,,,,,,,,,,,,,,Ste prepričani?<br />Te spremembe ni mogoče razveljaviti.,,,,,,,,,,,,,,,,Bu İşlem Geri Alınamaz? <Br /> Devam Etmek İstediğinize Emin Misiniz?,,,,Ви впевнені?</br> Цю дію не можна скасувати.,,,,,,,,,,,,
form.dialogs.delete.delete-content,Delete content,,,,,,حذف محتوى,,,,,,,,,,,,Obriši materijal,,,,,,,,删除内容,,,,Smazat obsah,,Inhoud verwijderen,,,,,,,Supprimer le contenu,,,,,,Inhalt löschen,,,,,,,,,,,,,,,,,,,,Elimina contenuto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Usuń zawartość,Apagar conteúdo,Deletar conteúdo,,,,,Удалить контент,,,,,,,,,,,,,,Izbriši vsebino,,,,,,,,,,,,,,,,İçeriği Sil,,,,Видалити контент,,,,,,,,,,,,
form.dialogs.delete.title,Delete content,,,,,,حذف محتوى,,,,,,,,,,,,Obriši materijal,,,,,,,,删除内容,,,,Smazat obsah,,Inhoud verwijderen,,,,,,,Supprimer le contenu,,,,,,Inhalt löschen,,,,,,,,,,,,,,,,,,,,Elimina contenuto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Usuń zawartość,Apagar conteúdo,Deletar conteúdo,,,,,Удалить контент,,,,,,,,,,,,,,Izbriši vsebino,,,,,,,,,,,,,,,,İçeriği Sil,,,,Видалити контент,,,,,,,,,,,,
form.editor,Editor,,,,,,المحرر,,,,,,,,,,,,Uređivač,,,,,,,,可视化编辑器,,,,Editor,,Editor,,,,,,,Éditeur,,,,,,Editor,,,,,,,,,,,,,,,,,,,,Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,Editor,,,,,Edytor,Editor,Editor,,,,,Редактор,,,,,,,,,,,,,,Urednik,,Editor,,,,,,,,,,,,,,Editör,,,,Редактор,,,,,,,,,,,,
lang-manager.published,Live,,,,,,نشط,,,,,,,,,,,,Uživo,,,,,,,,已发布,,,,Publikováno,,Live,,,,,,,Publié,,,,,,Veröffentlicht,,,,,,,,,,,,,,,,,,,,Attive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opublikowano,Publicado,Publicado,,,,,,,,,,,,,,,,,,,V živo,,,,,,,,,,,,,,,,Şu An,,,,Опублікований,,,,,,,,,,,,
lang-switcher.edit-in,Edit in,,,,,,حُرر في,,,,,,,,,,,,Uredi u,,,,,,,,为另一语言修改,,,,Editovat v,,Aanpassen in,,,,,,,Éditer en,,,,,,Bearbeiten auf,,,,,,,,,,,,,,,,,,,,Modifica in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edytuj w,Editar em,Editar em,,,,,,,,,,,,,,,,,,,Uredi v,,,,,,,,,,,,,,,,Burada Düzenle,,,,Редагувати,,,,,,,,,,,,
listing.add-new-button,Add new,,,,,,اضافة جديد,,,,,,,,,,,,Dodaj novi,,,,,,,,添加,,,,Přidat nový,,Nieuw toevoegen,,,,,,,Ajouter,,,,,,Neu erstellen,,,,,,,,,,,,,,,,,,,,Aggiungi nuovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opprett ny,,,,,Dodaj nowy,Criar novo,Criar novo,,,,,Добавить,,,,,,,,,,,,,,Dodaj novo,,Agregar nuevo,,,,,,,,,,,,,,Yeni Ekle,,,,Додати,,,,,,,,,,,,
listing.bulk-actions,Bulk actions,,,,,,مجموعة عمليات,,,,,,,,,,,,Više akcija,,,,,,,,批量操作,,,,Hromadné akce,,Bulk acties,,,,,,,Actions groupées,,,,,,Aktion auf alle anwenden,,,,,,,,,,,,,,,,,,,,Azioni di gruppo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dostępne akcje,Operações em massa,Operações em massa,,,,,,,,,,,,,,,,,,,Množične akcije,,,,,,,,,,,,,,,,Toplu Eylemler,,,,Масові дії,,,,,,,,,,,,
listing.bulk-clear,Clear,,,,,,ازالة,,,,,,,,,,,,Očisti,,,,,,,,清除,,,,Vymazat,,Leegmaken,,,,,,,Annuler,,,,,,Abbrechen,,,,,,,,,,,,,,,,,,,,Pulisci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wyczyść wybór,Limpar,Limpar,,,,,Очистить,,,,,,,,,,,,,,Počisti,,,,,,,,,,,,,,,,Temizle,,,,Очистити,,,,,,,,,,,,
listing.columns.featured,Featured,,,,,,متميز,,,,,,,,,,,,Istaknuto,,,,,,,,特别展示,,,,Doporučené,,Uitgelicht,,,,,,,Mis en avant,,,,,,Hervorgehoben,,,,,,,,,,,,,,,,,,,,In primo piano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wyróżniono,Destacado,Destacado,,,,,,,,,,,,,,,,,,,Izpostavljeno,,,,,,,,,,,,,,,,Öne Çıkan,,,,Популярний,,,,,,,,,,,,
listing.columns.name,Name,,,,,,الاسم,,,,,,,,,,,,Ime,,,,,,,,名称,,,,Jméno,,Naam,,,,,,,Nom,,,,,,Name,,,,,,,,,,,,,,,,,,,,Nome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nazwa,Nome,Nome,,,,,Название,,,,,,,,,,,,,,Ime,,,,,,,,,,,,,,,,İsim,,,,Назва,,,,,,,,,,,,
listing.columns.published,Published,,,,,,تم نشره,,,,,,,,,,,,Objavljeno,,,,,,,,已发布,,,,Publikované,,Gepubliceerd,,,,,,,Publié,,,,,,Veröffentlicht,,,,,,,,,,,,,,,,,,,,Pubblicato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opublikowano,Publicado,Publicado,,,,,Опубликовано,,,,,,,,,,,,,,Objavljeno,,,,,,,,,,,,,,,,Yayınlanan,,,,Опубліковано,,,,,,,,,,,,
listing.columns.show,Show,,,,,,اظهار,,,,,,,,,,,,Prikaži,,,,,,,,展示,,,,Ukázat,,Tonen,,,,,,,Afficher,,,,,,Anzeigen,,,,,,,,,,,,,,,,,,,,Mostra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wyświetl,Mostrar,Mostrar,,,,,Показать,,,,,,,,,,,,,,Pokaži,,,,,,,,,,,,,,,,Göster,,,,Показати,,,,,,,,,,,,
listing.columns.thumbnail,Thumbnail,,,,,,الطرف,,,,,,,,,,,,Sličica,,,,,,,,缩略图,,,,Náhled,,Thumbnail,,,,,,,Miniature,,,,,,Vorschaubild,,,,,,,,,,,,,,,,,,,,Miniatura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miniatura,Miniatura,Miniatura,,,,,Превью,,,,,,,,,,,,,,Sličica,,,,,,,,,,,,,,,,Küçük Resim,,,,Прев'ю,,,,,,,,,,,,
listing.dialogs.delete.confirm,Delete,,,,,,حذف,,,,,,,,,,,,Obriši,,,,,,,,删除,,,,Smazat,,Verwijderen,,,,,,,Supprimer,,,,,,Löschen,,,,,,,,,,,,,,,,,,,,Elimina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Usuń,Apagar,Deletar,,,,,Удалить,,,,,,,,,,,,,,Izbriši,,,,,,,,,,,,,,,,Sil,,,,Видалити,,,,,,,,,,,,
listing.dialogs.delete.disclaimer,The item won't be deleted but moved to trash.,,,,,,لن يتم حذف العنصر ولكن سيتم نقله إلى المهملات.,,,,,,,,,,,,"Ova stvar neće biti obrisana, već će se nalaziti u smeću.",,,,,,,,此内容将被移至回收站,,,,"Položka nebude odstraněna, ale přesunuta do koše.",,"Dit item wordt niet verwijderd, maar gaat naar de prullenbak",,,,,,,Ce contenu ne sera pas supprimé mais déplacé dans la corbeille.,,,,,,"Der Eintrag wird nicht gelöscht, sondern in den Papierkorb verschoben.",,,,,,,,,,,,,,,,,,,,Questo elemento non sarà eliminato ma sarà spostato nel cestino.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ten element nie zostanie trwale usunięty, tylko przeniesiony do kosza.","O item não será apagado, mas movido para o lixo.","O item não será deletado, mas movido para a lixeira.",,,,,"Элемент не был удалён, он перенесён в корзину.",,,,,,,,,,,,,,"Predmet ne bo izbrisan, ampak premaknjen v smeti.",,,,,,,,,,,,,,,,Bu Öğe Silinemez Sadece Çöp Kutusuna Taşındı.,,,,"Елемент не було знищено, він перенесений в кошик.",,,,,,,,,,,,
listing.dialogs.delete.move-to-trash,Move to trash,,,,,,نقل الى سلة المحذوفات,,,,,,,,,,,,Premjesti u otpad,,,,,,,,移至回收站,,,,Přesunutí do koše,,Naar prullenbak,,,,,,,Mettre à la corbeille,,,,,,In den Papierkorb verschieben,,,,,,,,,,,,,,,,,,,,Sposta nel cestino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Przenieś do kosza,Mover para o lixo,Mover para a lixeira,,,,,Перенести в корзину,,,,,,,,,,,,,,Premakni v smeti,,,,,,,,,,,,,,,,Çöp Kutusuna Taşıyın,,,,Перенести в кошик,,,,,,,,,,,,
listing.dialogs.delete.title,Delete item,,,,,,حذف عنصر,,,,,,,,,,,,Obriši ovo,,,,,,,,删除项目,,,,Smazat,,Item verwijderen,,,,,,,Supprimer,,,,,,Eintrag löschen,,,,,,,,,,,,,,,,,,,,Elimina elemento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Usuń element,Apagar item,Deletar item,,,,,Удалить элемент,,,,,,,,,,,,,,Izbriši predmet,,,,,,,,,,,,,,,,Öğeyi Sil,,,,Видалити елемент,,,,,,,,,,,,
listing.dialogs.destroy.confirm,Destroy,,,,,,اتلاف,,,,,,,,,,,,Uništi,,,,,,,,删除,,,,Zničit,,Vernietigen,,,,,,,Supprimer définitivement,,,,,,Vernichten,,,,,,,,,,,,,,,,,,,,Distruggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Usuń,Destruir,Destruir,,,,,Уничтожить,,,,,,,,,,,,,,Uniči,,,,,,,,,,,,,,,,Tamamen Sil,,,,Знищити,,,,,,,,,,,,
listing.dialogs.destroy.destroy-permanently,Destroy permanently,,,,,,اتلاف بشكل دائم,,,,,,,,,,,,Uništi zauvijek,,,,,,,,彻底删除,,,,Zničit navždy,,Permanent vernietigen,,,,,,,Supprimer définitivement,,,,,,Dauerhaft vernichten,,,,,,,,,,,,,,,,,,,,Distruggi definitivamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Usuń na zawsze,Destruir permanentemente,Destruir permanentemente,,,,,Уничтожить навсегда,,,,,,,,,,,,,,Trajno uniči,,,,,,,,,,,,,,,,Kalıcı Olarak Sil,,,,Знищити назавжди,,,,,,,,,,,,
listing.dialogs.destroy.disclaimer,The item won't be able to be restored anymore.,,,,,,لن تتمكن من استعادة العنصر بعد الآن.,,,,,,,,,,,,Ova stvar neće se moći vratiti više.,,,,,,,,删除内容将无法恢复,,,,Položku nebude možné znovu obnovit.,,Dit item zal niet meer hersteld kunnen worden,,,,,,,Ce contenu ne pourra pas être restauré.,,,,,,Der Eintrag ist danach nicht mehr wiederherstellbar.,,,,,,,,,,,,,,,,,,,,Non sarà più possibile recuperare questo elemento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tego elementu nie będzie można przywrócić.,O item não poderá ser restaurado mais.,O item não poderá mais ser restaurado.,,,,,Элемент нельзя будет восстановить.,,,,,,,,,,,,,,Predmet ne bo več mogoče obnoviti.,,,,,,,,,,,,,,,,Bu Öğe Artık Kurtarılamayacaktır.,,,,Елемент не можна буде відновити.,,,,,,,,,,,,
listing.dialogs.destroy.title,Destroy item,,,,,,اتلاف عنصر,,,,,,,,,,,,Obriši ovo,,,,,,,,彻底删除内容,,,,Zničit položku,,Item vernietigen,,,,,,,Supprimer définitivement,,,,,,Eintrag vernichten,,,,,,,,,,,,,,,,,,,,Distruggi elemento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Usuń trwale,Destruir item,Destruir item,,,,,Уничтожить элемент,,,,,,,,,,,,,,Uniči predmet,,,,,,,,,,,,,,,,Öğeyi Kalıcı Olarak Sil,,,,Знищити елемент,,,,,,,,,,,,
listing.dropdown.delete,Delete,,,,,,حذف,,,,,,,,,,,,Obriši,,,,,,,,移至回收站,,,,Smazat,,Verwijderen,,,,,,,Supprimer,,,,,,Löschen,,,,,,,,,,,,,,,,,,,,Elimina,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slett,,,,,Usuń,Deletar,Deletar,,,,,Удалить,,,,,,,,,,,,,,Izbriši,,Borrar,,,,,,,,,,,,,,Sil,,,,Видалити,,,,,,,,,,,,
